,name,key confidence,min pitch,max pitch,pitch_range,bpm,velocity,Color,key_A major,key_A- major,key_B major,key_B- major,key_C major,key_C# major,key_D major,key_E major,key_E- major,key_F major,key_F# major,key_G major,key_a minor,key_b minor,key_b- minor,key_c minor,key_c# minor,key_d minor,key_e minor,key_e- minor,key_f minor,key_f# minor,key_g minor,time signature_1/4,time signature_2/4,time signature_2/8,time signature_3/4,time signature_3/8,time signature_4/4,key_g# minor,time signature_4/8
95,bluebayou3.mid,0.7857283889008072,32,93,61,109,110,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
96,Blueberry-Hill-1.mid,0.8613488568010503,36,86,50,93,62,Blue,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
97,BlueberryHill3.mid,0.9392299896907508,28,74,46,100,92,Blue,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
98,bluebyu.mid,0.7938118719550338,29,101,72,80,68,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
99,blueda.mid,0.8049027955104062,18,87,69,129,124,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0
100,BlueChristmas.mid,0.9654036909618364,35,86,51,104,63,Blue,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
101,bluecars.mid,0.8960966705693374,37,76,39,120,100,Blue,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
102,bluedanu.mid,0.9308136096562064,36,95,59,195,66,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0
103,bluedan.mid,0.9448862939106784,40,93,53,183,125,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0
104,bluebox.mid,0.8514936347388627,27,85,58,100,47,Blue,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
105,BlueBird.mid,0.930258437306156,27,113,86,88,76,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
106,BLUEBERY.MID,0.9331217263481246,28,76,48,75,97,Blue,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
107,bluebayou2.mid,0.9269051818571888,31,98,67,110,70,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
108,BlueBayou.mid,0.8592118456322781,28,86,58,120,72,Blue,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
109,Bluebayo.mid,0.8902038514573994,33,83,50,110,78,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
110,blueangel.mid,0.8658620110531602,21,79,58,111,71,Blue,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
111,blue08.mid,0.8674175809972791,40,77,37,169,56,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0
112,blue07.mid,0.957428134668095,31,107,76,84,52,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
113,blue06.mid,0.7899516657771992,27,83,56,92,107,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
114,blue05.mid,0.8299329860520795,15,82,67,129,90,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0
115,blue5.mid,0.934510453924074,63,76,13,65,100,Blue,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
116,blue04.mid,0.8674175809972791,40,77,37,169,56,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0
117,The Beatles - For You Blue.mid,0.8489286611199391,29,89,60,135,88,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
118,The Beatles - Blue Jay Way.mid,0.6853292027871118,35,79,44,80,93,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
119,Paul McCartney - Bluebird.mid,0.929947642872354,26,112,86,88,75,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
120,Neil Diamond - Song Sung Blue.mid,0.8722273057329591,24,94,70,110,106,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
121,Moby - The Blue Terror of Lawns.mid,0.7670281352070011,40,81,41,86,72,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
122,Paul Mauriat - Love is Blue.mid,0.7797594164265343,36,96,60,115,64,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
123,New Order - Blue Monday.mid,0.5751970313134684,24,88,64,133,95,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
124,Orgy - Blue Monday.mid,0.5751970313134684,24,88,64,133,95,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
125,Michael Johnson - Bluer than Blue.mid,0.8523593224529058,33,84,51,123,110,Blue,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
126,Melissa Manchester - Midnight Blue.mid,0.8748958361163448,29,93,64,98,87,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
127,Linda Ronstadt - Blue Bayou.mid,0.8664488313532502,26,81,55,120,114,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
128,Marcels - Blue Moon.mid,0.8273855983812783,31,91,60,134,103,Blue,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
129,Leon Russell - Lady Blue.mid,0.7489600919457382,31,86,55,83,110,Blue,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
130,LeAnn Rimes - Blue.mid,0.7766981883022493,27,83,56,92,107,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
131,Forever-Blue.mid,0.7279141085401066,28,93,65,88,71,Blue,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
132,Electric_Blue.mid,0.8625671221828871,28,95,67,76,78,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0
133,Foreigner - Blue Morning.mid,0.8342286781212337,28,86,58,121,106,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
134,Eiffel 65 - Blue Da Ba Dee.mid,0.8150931627301786,26,91,65,130,102,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0
135,Forever-In-Blue-Jeans.mid,0.7935103770596735,28,88,60,93,92,Blue,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
136,Enya - Carribean Blue.mid,0.8674175809972791,40,77,37,169,56,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0
137,Dj Ali - Eiffel blue.mid,0.7912233969827818,28,75,47,129,104,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
138,Devil-With-A-Blue-Dress.mid,0.7604846969677739,24,88,64,173,77,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
139,Deep_Purple_-_Rat_Bat_Blue.mid,0.8061987029717647,28,96,68,96,113,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
140,Deep Purple - Rat Bat Blue.mid,0.8061987029717647,28,96,68,96,113,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
141,Chip-Blues.mid,0.7760693386027144,29,94,65,136,108,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0.0,0.0
142,Carl Nicholson - Blueprint (Tara_s Theme).mid,0.9318738024541188,50,79,29,149,99,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
143,Castlevania Portrait of Ruin - Iron Blue Intention.mid,0.8767096694002158,28,105,77,140,63,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
144,Concord-Blues-For-Blue.mid,0.8044884409014085,29,91,62,130,89,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
145,Caribbean-Blue.mid,0.8658503702935294,40,77,37,169,56,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0
146,BOWIE.Blue Jean k.mid,0.9878887154469144,30,83,53,122,94,Blue,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
147,bonnie_blue.mid,0.8565424470558634,36,89,53,120,110,Blue,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0
148,borntobeblue.mid,0.8452374990992312,21,108,87,120,82,Blue,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
149,bonnieblueflag.mid,0.7497336129355258,36,101,65,156,99,Blue,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0
150,Bobby_Vinton_-_Blue_Velvet.mid,0.910180686124152,29,82,53,80,126,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
151,Bobby Vinton - Blue Velvet.mid,0.910180686124152,29,82,53,80,126,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
152,bluevelvet.mid,0.910180686124152,29,82,53,80,125,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
153,bluevelvet3.mid,0.910180686124152,36,82,46,80,126,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
154,bluevelvet03.mid,0.910180686124152,29,94,65,77,125,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
155,bluevelvet_bobbyvinton.mid,0.6490813442524008,29,101,72,81,86,Blue,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
156,BLUEYES.MID,0.9351839215899796,32,83,51,120,74,Blue,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
157,bluevelvet2.mid,0.910180686124152,29,94,65,77,125,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
158,bluevelvet L.mid,0.6402886534454586,30,98,68,81,82,Blue,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
159,Black_Identity_-_Blacker_then_Black__Public_Enemy_1_20081107130722.mid,0.7828633941084474,42,86,44,148,100,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
160,Black_Diamond.mid,0.6342231955920495,27,87,60,150,99,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
161,black_clouds.mid,0.8324579302340402,23,68,45,92,93,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0
162,black_balloon.mid,0.8741581006138716,29,85,56,103,80,Black,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
163,Black Sheep.mid,0.7580176518311219,31,71,40,112,85,Black,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
164,Black Orpheus.mid,0.8917510694839658,28,96,68,200,100,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
165,Black Mountain.mid,0.8866813095470711,40,84,44,120,100,Black,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
166,Black Magic Woman 2.mid,0.8201750778448538,31,86,55,117,81,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
167,Black Magic Woman 1.mid,0.8576872077537542,31,86,55,112,79,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
168,Black Is the Color.mid,0.8684932663797,23,78,55,96,58,Black,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
169,Black Identity - Blckr Thn Blck (The Prophet vs. JDX Remix).mid,0.6901183598530451,49,74,25,145,100,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
170,Black Identity - Blacker Then Black.mid,0.7828633941084474,42,86,44,148,100,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
171,Black Hole Sun.mid,0.7066717869587906,27,90,63,52,117,Black,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0.0
172,Black Hill.mid,0.8052641190285572,28,81,53,185,91,Black,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
173,Black Dog.mid,0.7192718209431461,28,88,60,150,114,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
174,Black Clouds.mid,0.8324579302340402,23,68,45,92,93,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0
175,Black Friday.mid,0.6505117668089972,28,92,64,120,102,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
176,Black Cow.mid,0.5271016420803523,28,86,58,94,92,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
177,Black Diamond.mid,0.6342231955920495,27,87,60,150,99,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0
178,Black Celebration.mid,0.67317142392658,35,74,39,120,121,Black,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
179,Black Balloon.mid,0.8741581006138716,29,85,56,103,80,Black,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
180,Ben Webster - Bye Bye Blackbird.mid,0.9245264162877246,21,90,69,152,78,Black,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
181,Beatles_Blackbird.mid,0.6749640198032086,43,79,36,96,98,Black,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
182,Amorphis - Black Winterday.mid,0.9674297074266642,25,80,55,140,96,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1.0,0.0
183,Amy Winehouse - back to black.mid,0.8688599193659595,29,81,52,123,110,Black,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
184,ACDC - Back in Black.mid,0.7751946265071563,31,88,57,94,116,Black,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
185,Baby'sInBlack.mid,0.8722817770521907,36,81,45,99,96,Black,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0
186,Beatles - Babys In Black.mid,0.8722817770521907,36,81,45,99,96,Black,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0
187,Beatles_Babys_In_Black.mid,0.8722817770521907,36,81,45,99,96,Black,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0
188,Baby_s In Black.mid,0.8722817770521907,36,81,45,99,96,Black,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0
189,babys_in_black.mid,0.7964765111063131,35,66,31,100,114,Black,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0
190,Beatles - Blackbird.mid,0.6749640198032086,43,79,36,96,98,Black,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0
